#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
1128	CHRM1	Positive	0.854089	Positive	0.840859	0.718169	NO	8
10718	NRG3	Positive	0.828240	Positive	0.857003	0.709804	NO	8
3123	HLA-DRB1	Positive	0.782356	Positive	0.880052	0.688515	NO	92
3109	HLA-DMB	Positive	0.798212	Positive	0.832136	0.664221	NO	86
3115	HLA-DPB1	Positive	0.787190	Positive	0.833762	0.656329	NO	71
3117	HLA-DQA1	Positive	0.770418	Positive	0.839252	0.646575	NO	133
3122	HLA-DRA	Positive	0.776132	Positive	0.826270	0.641295	NO	178
7122	CLDN5	Positive	0.765621	Positive	0.832681	0.637518	NO	36
1496	CTNNA2	Positive	0.798499	Positive	0.797404	0.636726	NO	23
3119	HLA-DQB1	Positive	0.766599	Positive	0.825448	0.632787	NO	182
3108	HLA-DMA	Positive	0.770585	Positive	0.816169	0.628928	NO	171
929	CD14	Positive	0.763532	Positive	0.814301	0.621744	NO	126
22871	NLGN1	Positive	0.767472	Positive	0.798280	0.612657	NO	120
4627	MYH9	Positive	0.753152	Positive	0.796222	0.599677	NO	390
3105	HLA-A	Positive	0.756924	Positive	0.785587	0.594630	NO	494
90952	ESAM	Positive	0.751881	Positive	0.788596	0.592930	NO	48
1292	COL6A2	Positive	0.745499	Positive	0.791421	0.590004	NO	1092
1803	DPP4	Positive	0.748326	Positive	0.783613	0.586399	NO	33
3107	HLA-C	Positive	0.755805	Positive	0.772632	0.583959	NO	530
56924	PAK6	Positive	0.751567	Positive	0.772745	0.580770	NO	44
5595	MAPK3	Positive	0.766179	Positive	0.755426	0.578791	NO	293
5305	PIP4K2A	Positive	0.749197	Positive	0.768927	0.576078	NO	97
5649	RELN	Positive	0.740157	Positive	0.773637	0.572613	NO	170
4629	MYH11	Positive	0.724840	Positive	0.781219	0.566258	NO	510
5792	PTPRF	Positive	0.742319	Positive	0.760669	0.564659	NO	552
4684	NCAM1	Positive	0.738730	Positive	0.762524	0.563299	NO	1082
1398	CRK	Positive	0.739943	Positive	0.757869	0.560780	NO	330
7422	VEGFA	Positive	0.734351	Positive	0.762116	0.559660	NO	824
2260	FGFR1	Positive	0.736717	Positive	0.756184	0.557094	NO	1659
9378	NRXN1	Positive	0.739417	Positive	0.747632	0.552811	NO	1155
7082	TJP1	Positive	0.738164	Positive	0.743694	0.548968	NO	846
3084	NRG1	Positive	0.714971	Positive	0.759637	0.543119	NO	996
1460	CSNK2B	Positive	0.751399	Positive	0.721320	0.541999	NO	926
