#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
57502	NLGN4X	Positive	0.873786	Positive	0.935277	0.817232	NO	4
1950	EGF	Positive	0.805348	Positive	0.935782	0.753631	NO	9
1301	COL11A1	Positive	0.781376	Positive	0.860099	0.672061	NO	128
3791	KDR	Positive	0.765378	Positive	0.871811	0.667266	NO	83
9378	NRXN1	Positive	0.804571	Positive	0.815496	0.656124	NO	1155
5294	PIK3CG	Positive	0.746105	Positive	0.870677	0.649616	NO	16
1133	CHRM5	Positive	0.802262	Positive	0.806052	0.646665	NO	272
5649	RELN	Positive	0.777115	Positive	0.829659	0.644741	NO	170
2321	FLT1	Positive	0.779029	Positive	0.822549	0.640790	NO	455
22871	NLGN1	Positive	0.770744	Positive	0.825962	0.636605	NO	120
22798	LAMB4	Positive	0.785462	Positive	0.810121	0.636319	NO	85
3084	NRG1	Positive	0.778748	Positive	0.815949	0.635419	NO	996
54413	NLGN3	Positive	0.774392	Positive	0.812113	0.628894	NO	284
3479	IGF1	Positive	0.755034	Positive	0.830018	0.626692	NO	376
22854	NTNG1	Positive	0.769470	Positive	0.810489	0.623647	NO	1091
2066	ERBB4	Positive	0.760847	Positive	0.817313	0.621850	NO	1449
29119	CTNNA3	Positive	0.770595	Positive	0.805723	0.620886	NO	214
26047	CNTNAP2	Positive	0.761121	Positive	0.811615	0.617737	NO	726
816	CAMK2B	Positive	0.762105	Positive	0.809496	0.616920	NO	2850
9379	NRXN2	Positive	0.756004	Positive	0.815421	0.616462	NO	791
3690	ITGB3	Positive	0.748789	Positive	0.820860	0.614651	NO	603
4897	NRCAM	Positive	0.747254	Positive	0.820755	0.613312	NO	864
5175	PECAM1	Positive	0.716290	Positive	0.854516	0.612081	NO	173
3123	HLA-DRB1	Positive	0.687762	Positive	0.878504	0.604202	NO	92
5579	PRKCB	Positive	0.720961	Positive	0.829654	0.598148	NO	134
10458	BAIAP2	Positive	0.744206	Positive	0.798984	0.594609	NO	1510
596	BCL2	Positive	0.736599	Positive	0.804838	0.592843	NO	723
23705	CADM1	Positive	0.724801	Positive	0.808757	0.586188	NO	625
4233	MET	Positive	0.721621	Positive	0.812018	0.585969	NO	803
7040	TGFB1	Positive	0.704187	Positive	0.804842	0.566759	NO	1041
3912	LAMB1	Positive	0.692272	Positive	0.816281	0.565089	NO	611
5595	MAPK3	Positive	0.697921	Positive	0.789294	0.550865	NO	293
57644	MYH7B	Unlabeled	0.551413	Positive	0.990987	0.546443	NO	3
3106	HLA-B	Positive	0.678280	Positive	0.802523	0.544335	NO	672
3105	HLA-A	Positive	0.680341	Positive	0.796498	0.541890	NO	494
7422	VEGFA	Positive	0.690268	Positive	0.783132	0.540571	NO	824
4478	MSN	Positive	0.680994	Positive	0.792372	0.539601	NO	607
1496	CTNNA2	Unlabeled	0.619036	Positive	0.859769	0.532228	NO	23
3676	ITGA4	Positive	0.688242	Positive	0.769727	0.529758	NO	58
57689	LRRC4C	Unlabeled	0.575175	Positive	0.918206	0.528129	NO	9
5605	MAP2K2	Positive	0.682442	Positive	0.767051	0.523468	NO	1051
207	AKT1	Positive	0.680841	Positive	0.768706	0.523367	NO	799
5295	PIK3R1	Positive	0.674142	Positive	0.757106	0.510397	NO	746
324	APC	Positive	0.677347	Positive	0.753519	0.510394	NO	1123
3681	ITGAD	Unlabeled	0.575659	Positive	0.884900	0.509401	NO	18
