#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
57502	NLGN4X	Positive	0.825393	Positive	0.886049	0.731338	NO	4
1950	EGF	Positive	0.717469	Positive	0.869367	0.623744	NO	9
57644	MYH7B	Unlabeled	0.617624	Positive	0.895250	0.552928	NO	3
5294	PIK3CG	Positive	0.675101	Positive	0.798039	0.538757	NO	16
3791	KDR	Positive	0.678555	Positive	0.763316	0.517952	NO	83
1301	COL11A1	Positive	0.675533	Positive	0.764260	0.516283	NO	128
5649	RELN	Positive	0.693984	Positive	0.738733	0.512669	NO	170
22871	NLGN1	Positive	0.696875	Positive	0.726381	0.506196	NO	120
22798	LAMB4	Positive	0.695654	Positive	0.723717	0.503457	NO	85
3479	IGF1	Positive	0.666278	Positive	0.740520	0.493392	NO	376
29119	CTNNA3	Positive	0.691420	Positive	0.712257	0.492469	NO	214
154664	ABCA13	Positive	1.000000	Unlabeled	0.491961	0.491961	NO	1
9378	NRXN1	Positive	0.686435	Positive	0.716345	0.491724	NO	1155
22854	NTNG1	Positive	0.685193	Positive	0.714118	0.489309	NO	1091
54413	NLGN3	Positive	0.683524	Positive	0.715635	0.489154	NO	284
26047	CNTNAP2	Positive	0.671652	Positive	0.724622	0.486693	NO	726
2066	ERBB4	Positive	0.680701	Positive	0.713779	0.485870	NO	1449
1133	CHRM5	Positive	0.690064	Positive	0.703281	0.485309	NO	272
9379	NRXN2	Positive	0.667596	Positive	0.725381	0.484261	NO	791
3082	HGF	Positive	0.666615	Positive	0.726230	0.484116	NO	471
3123	HLA-DRB1	Positive	0.624865	Positive	0.773722	0.483471	NO	92
10178	TENM1	Unlabeled	0.674532	Unlabeled	0.715952	0.482932	NO	1
3084	NRG1	Positive	0.674532	Positive	0.715952	0.482932	NO	996
2321	FLT1	Positive	0.665311	Positive	0.723546	0.481383	NO	455
816	CAMK2B	Positive	0.673320	Positive	0.709983	0.478045	NO	2850
3690	ITGB3	Positive	0.665456	Positive	0.718366	0.478041	NO	603
440097	DBX2	Unlabeled	0.669831	Unlabeled	0.713294	0.477786	NO	2
115677	NOSTRIN	Positive	0.835240	Unlabeled	0.566167	0.472885	NO	2
83473	KATNAL2	Positive	0.937439	Unlabeled	0.502041	0.470633	NO	1
4897	NRCAM	Positive	0.658319	Positive	0.712780	0.469237	NO	864
57689	LRRC4C	Unlabeled	0.554650	Positive	0.837655	0.464605	NO	9
596	BCL2	Positive	0.645695	Positive	0.717361	0.463197	NO	723
5175	PECAM1	Positive	0.621041	Positive	0.741992	0.460808	NO	173
129684	CNTNAP5	Positive	0.941625	Unlabeled	0.489143	0.460589	NO	1
151531	UPP2	Positive	0.830355	Unlabeled	0.554224	0.460203	NO	3
3266	ERAS	Unlabeled	0.633492	Unlabeled	0.725977	0.459901	NO	2
4233	MET	Positive	0.632912	Positive	0.725414	0.459123	NO	803
90246	LOC90246	Unlabeled	0.477181	Unlabeled	0.959190	0.457708	NO	1
245932	DEFB119	Unlabeled	0.477177	Unlabeled	0.959190	0.457703	NO	2
91807	MYLK3	Unlabeled	0.477169	Positive	0.959191	0.457697	NO	3
55799	CACNA2D3	Unlabeled	0.638814	Unlabeled	0.715136	0.456839	NO	1
5579	PRKCB	Positive	0.638814	Positive	0.715136	0.456839	NO	134
4624	MYH6	Unlabeled	0.489042	Positive	0.933365	0.456455	NO	3
10458	BAIAP2	Positive	0.645405	Positive	0.703488	0.454035	NO	1510
222008	VSTM2A	Unlabeled	0.639997	Unlabeled	0.706560	0.452196	NO	1
23705	CADM1	Positive	0.639997	Positive	0.706560	0.452196	NO	625
9073	CLDN8	Unlabeled	0.537056	Positive	0.839083	0.450634	NO	5
151126	ZNF385B	Positive	0.926038	Unlabeled	0.484885	0.449022	NO	1
1496	CTNNA2	Unlabeled	0.564977	Positive	0.773534	0.437029	NO	23
3912	LAMB1	Positive	0.613192	Positive	0.708598	0.434507	NO	611
85366	MYLK2	Unlabeled	0.503100	Positive	0.862518	0.433933	NO	4
57628	DPP10	Positive	0.810166	Unlabeled	0.528007	0.427773	NO	5
4622	MYH4	Unlabeled	0.486559	Positive	0.873195	0.424861	NO	5
5595	MAPK3	Positive	0.617303	Positive	0.687311	0.424280	NO	293
3681	ITGAD	Unlabeled	0.536470	Positive	0.790592	0.424129	NO	18
3105	HLA-A	Positive	0.602154	Positive	0.703729	0.423753	NO	494
3106	HLA-B	Positive	0.601377	Positive	0.704148	0.423459	NO	672
3809	KIR2DS4	Positive	0.879422	Unlabeled	0.481361	0.423319	NO	2
7422	VEGFA	Positive	0.610873	Positive	0.685177	0.418556	NO	824
375612	LHFPL3	Positive	0.862806	Unlabeled	0.484983	0.418446	NO	3
4478	MSN	Positive	0.595608	Positive	0.698279	0.415900	NO	607
170572	HTR3C	Positive	0.853277	Unlabeled	0.483542	0.412595	NO	3
1128	CHRM1	Unlabeled	0.512054	Positive	0.803549	0.411461	NO	8
3381	IBSP	Unlabeled	0.500047	Positive	0.816017	0.408047	NO	10
5605	MAP2K2	Positive	0.601123	Positive	0.672632	0.404335	NO	1051
9075	CLDN2	Unlabeled	0.401359	Positive	1.000000	0.401359	NO	1
6401	SELE	Unlabeled	0.477826	Positive	0.836035	0.399479	NO	6
53942	CNTN5	Positive	0.770587	Unlabeled	0.518295	0.399391	NO	9
1132	CHRM4	Unlabeled	0.527206	Positive	0.756833	0.399007	NO	27
3676	ITGA4	Positive	0.598084	Positive	0.664803	0.397608	NO	58
207	AKT1	Positive	0.590093	Positive	0.670670	0.395758	NO	799
8218	CLTCL1	Positive	0.714897	Unlabeled	0.552979	0.395323	NO	10
8573	CASK	Positive	0.591629	Positive	0.667157	0.394710	NO	927
5295	PIK3R1	Positive	0.590822	Positive	0.664838	0.392801	NO	746
5021	OXTR	Positive	0.715545	Unlabeled	0.547550	0.391796	NO	26
1499	CTNNB1	Positive	0.588446	Positive	0.665367	0.391533	NO	100
9087	TMSB4Y	Unlabeled	0.471960	Positive	0.828734	0.391129	NO	6
4621	MYH3	Unlabeled	0.417270	Positive	0.930787	0.388390	NO	2
1007	CDH9	Positive	0.799824	Unlabeled	0.485419	0.388250	NO	6
324	APC	Positive	0.591487	Positive	0.655630	0.387796	NO	1123
5894	RAF1	Positive	0.590865	Positive	0.652153	0.385335	NO	324
2277	VEGFD	Unlabeled	0.493458	Positive	0.778063	0.383941	NO	18
64098	PARVG	Unlabeled	0.437854	Positive	0.875693	0.383426	NO	10
952	CD38	Positive	0.767234	Unlabeled	0.498390	0.382382	NO	5
5063	PAK3	Unlabeled	0.518960	Positive	0.736161	0.382038	NO	114
1493	CTLA4	Unlabeled	0.492142	Positive	0.775574	0.381693	NO	16
343477	HSP90B3P	Unlabeled	0.695205	Unlabeled	0.548865	0.381574	NO	1
7124	TNF	Positive	0.695205	Unlabeled	0.548865	0.381574	NO	18
361	AQP4	Positive	0.726330	Unlabeled	0.524558	0.381002	NO	19
5747	PTK2	Positive	0.580828	Positive	0.654739	0.380291	NO	1320
1131	CHRM3	Unlabeled	0.505637	Positive	0.750499	0.379480	NO	32
3265	HRAS	Positive	0.579755	Positive	0.654182	0.379266	NO	1232
10686	CLDN16	Unlabeled	0.417711	Positive	0.907391	0.379027	NO	2
2565	GABRG1	Positive	0.743676	Unlabeled	0.508129	0.377883	NO	12
90665	TBL1Y	Positive	0.813421	Unlabeled	0.464434	0.377781	NO	3
4543	MTNR1A	Positive	0.791745	Unlabeled	0.476941	0.377616	NO	4
10666	CD226	Unlabeled	0.488803	Positive	0.771358	0.377042	NO	15
4685	NCAM2	Unlabeled	0.518900	Positive	0.726437	0.376948	NO	107
7448	VTN	Unlabeled	0.498967	Positive	0.754641	0.376541	NO	41
152330	CNTN4	Positive	0.692954	Unlabeled	0.542623	0.376013	NO	18
1129	CHRM2	Unlabeled	0.514586	Positive	0.730593	0.375953	NO	101
5728	PTEN	Positive	0.577086	Positive	0.650721	0.375522	NO	945
6863	TAC1	Positive	0.743832	Unlabeled	0.503483	0.374507	NO	23
29851	ICOS	Unlabeled	0.461320	Positive	0.810802	0.374039	NO	10
7122	CLDN5	Unlabeled	0.479358	Positive	0.780272	0.374029	NO	36
6328	SCN3A	Positive	0.736261	Unlabeled	0.506690	0.373056	NO	20
721	C4B	Positive	0.693261	Unlabeled	0.536484	0.371923	NO	15
53358	SHC3	Unlabeled	0.512220	Positive	0.725969	0.371856	NO	258
1740	DLG2	Positive	0.717056	Unlabeled	0.517604	0.371151	NO	129
10349	ABCA10	Unlabeled	0.927165	Unlabeled	0.399432	0.370339	NO	1
121278	TPH2	Positive	0.927185	Unlabeled	0.399230	0.370160	NO	3
200150	PLD5	Positive	0.777826	Unlabeled	0.475417	0.369792	NO	5
80380	PDCD1LG2	Unlabeled	0.480502	Positive	0.769250	0.369626	NO	26
22986	SORCS3	Positive	0.713731	Unlabeled	0.517806	0.369574	NO	83
57282	SLC4A10	Positive	0.765735	Unlabeled	0.482013	0.369094	NO	7
29126	CD274	Unlabeled	0.395917	Positive	0.931217	0.368685	NO	2
5604	MAP2K1	Positive	0.568540	Positive	0.647685	0.368234	NO	1090
255631	COL24A1	Unlabeled	0.414737	Positive	0.887547	0.368098	NO	3
1745	DLX1	Positive	0.736136	Unlabeled	0.498849	0.367221	NO	15
23562	CLDN14	Unlabeled	0.499252	Positive	0.734835	0.366868	NO	36
6507	SLC1A3	Positive	0.691758	Unlabeled	0.530244	0.366801	NO	42
284451	ODF3L2	Positive	0.804215	Unlabeled	0.455569	0.366376	NO	6
4886	NPY1R	Positive	0.710421	Unlabeled	0.514636	0.365609	NO	44
6263	RYR3	Positive	0.706447	Unlabeled	0.517349	0.365480	NO	90
57144	PAK5	Unlabeled	0.506582	Positive	0.721103	0.365298	NO	217
5368	PNOC	Positive	0.708946	Unlabeled	0.515077	0.365162	NO	23
9542	NRG2	Unlabeled	0.501498	Positive	0.726823	0.364500	NO	131
1311	COMP	Unlabeled	0.474984	Positive	0.766731	0.364185	NO	43
3290	HSD11B1	Positive	0.706877	Unlabeled	0.513943	0.363294	NO	40
815	CAMK2A	Unlabeled	0.502362	Positive	0.722765	0.363090	NO	1081
8735	MYH13	Unlabeled	0.499913	Positive	0.725091	0.362483	NO	101
5290	PIK3CA	Positive	0.568524	Positive	0.637476	0.362420	NO	1435
4633	MYL2	Unlabeled	0.501503	Positive	0.721872	0.362021	NO	46
5923	RASGRF1	Unlabeled	0.499258	Positive	0.724222	0.361573	NO	1025
11069	RAPGEF4	Positive	0.714265	Unlabeled	0.506185	0.361550	NO	45
6900	CNTN2	Unlabeled	0.502169	Positive	0.719692	0.361407	NO	692
940	CD28	Unlabeled	0.486616	Positive	0.742145	0.361139	NO	71
51738	GHRL	Positive	0.773542	Unlabeled	0.466579	0.360918	NO	9
84152	PPP1R1B	Positive	0.750204	Unlabeled	0.480829	0.360720	NO	6
57863	CADM3	Unlabeled	0.497133	Positive	0.725591	0.360715	NO	1009
4625	MYH7	Unlabeled	0.485284	Positive	0.742944	0.360539	NO	56
79740	ZBBX	Positive	0.772679	Unlabeled	0.466428	0.360399	NO	8
4804	NGFR	Positive	0.692216	Unlabeled	0.520407	0.360234	NO	95
4922	NTS	Positive	0.740040	Unlabeled	0.486298	0.359880	NO	10
23316	CUX2	Positive	0.728976	Unlabeled	0.492963	0.359358	NO	20
4620	MYH2	Unlabeled	0.481462	Positive	0.745557	0.358957	NO	33
1272	CNTN1	Unlabeled	0.496977	Positive	0.722161	0.358897	NO	428
7060	THBS4	Unlabeled	0.484629	Positive	0.740357	0.358799	NO	126
85477	SCIN	Unlabeled	0.387321	Positive	0.925917	0.358627	NO	2
22989	MYH15	Unlabeled	0.500446	Positive	0.716532	0.358585	NO	193
63923	TNN	Unlabeled	0.501015	Positive	0.715626	0.358539	NO	124
5521	PPP2R2B	Unlabeled	0.499747	Positive	0.716727	0.358182	NO	788
885	CCK	Positive	0.707257	Unlabeled	0.506091	0.357936	NO	57
284217	LAMA1	Unlabeled	0.477411	Positive	0.748224	0.357210	NO	63
26285	CLDN17	Unlabeled	0.502360	Positive	0.710759	0.357057	NO	60
1101	CHAD	Unlabeled	0.493361	Positive	0.723434	0.356914	NO	381
10319	LAMC3	Unlabeled	0.476761	Positive	0.748490	0.356850	NO	79
5010	CLDN11	Unlabeled	0.480246	Positive	0.742684	0.356671	NO	69
4626	MYH8	Unlabeled	0.501353	Positive	0.710787	0.356355	NO	289
83943	IMMP2L	Positive	0.768901	Unlabeled	0.463301	0.356233	NO	5
2555	GABRA2	Positive	0.702122	Unlabeled	0.507084	0.356035	NO	227
761	CA3	Unlabeled	0.549464	Unlabeled	0.647952	0.356026	NO	3
22829	NLGN4Y	Positive	0.730329	Unlabeled	0.487465	0.356010	NO	12
4342	MOS	Unlabeled	0.498202	Positive	0.713658	0.355546	NO	233
4885	NPTX2	Positive	0.684914	Unlabeled	0.518486	0.355118	NO	69
8215	DVL1P1	Unlabeled	0.559822	Unlabeled	0.634240	0.355061	NO	3
3973	LHCGR	Positive	0.726874	Unlabeled	0.488410	0.355013	NO	46
65061	CDK15	Unlabeled	0.495793	Unlabeled	0.715885	0.354931	NO	1
8516	ITGA8	Unlabeled	0.495793	Positive	0.715885	0.354931	NO	331
80034	CSRNP3	Positive	0.728756	Unlabeled	0.486704	0.354688	NO	25
89	ACTN3	Unlabeled	0.490974	Positive	0.722274	0.354618	NO	207
1280	COL2A1	Unlabeled	0.487293	Positive	0.727041	0.354282	NO	684
8174	MADCAM1	Unlabeled	0.492700	Positive	0.718541	0.354025	NO	769
1814	DRD3	Positive	0.711534	Unlabeled	0.497536	0.354014	NO	76
3680	ITGA9	Unlabeled	0.488333	Positive	0.724114	0.353609	NO	206
2915	GRM5	Positive	0.708529	Unlabeled	0.498888	0.353476	NO	368
9607	CARTPT	Positive	0.717705	Unlabeled	0.492469	0.353448	NO	48
1003	CDH5	Unlabeled	0.455925	Positive	0.774831	0.353265	NO	61
219417	OR8U1	Unlabeled	0.825800	Unlabeled	0.427668	0.353168	NO	2
6326	SCN2A	Positive	0.705544	Unlabeled	0.500550	0.353160	NO	127
947	CD34	Unlabeled	0.477409	Positive	0.739710	0.353144	NO	334
1286	COL4A4	Unlabeled	0.482254	Positive	0.732137	0.353076	NO	338
1002	CDH4	Unlabeled	0.487379	Positive	0.724106	0.352914	NO	1003
3294	HSD17B2	Positive	0.703397	Unlabeled	0.501650	0.352859	NO	26
6010	RHO	Unlabeled	0.495312	Positive	0.711587	0.352457	NO	1383
5625	PRODH	Positive	0.684628	Unlabeled	0.514602	0.352311	NO	47
2892	GRIA3	Positive	0.709364	Unlabeled	0.496596	0.352267	NO	491
3751	KCND2	Positive	0.702111	Unlabeled	0.501550	0.352143	NO	74
131368	ZPLD1	Unlabeled	0.488873	Unlabeled	0.720315	0.352143	NO	1
10345	TRDN	Unlabeled	0.493091	Unlabeled	0.714144	0.352138	NO	1
88	ACTN2	Unlabeled	0.493091	Positive	0.714144	0.352138	NO	1054
340273	ABCB5	Unlabeled	0.488825	Unlabeled	0.720348	0.352124	NO	2
