#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
57623	ZFAT	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1
1803	DPP4	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	33
7122	CLDN5	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	36
5521	PPP2R2B	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	788
4609	MYC	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	555
3107	HLA-C	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	530
5305	PIP4K2A	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	97
7422	VEGFA	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	824
9378	NRXN1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1155
4629	MYH11	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	510
3105	HLA-A	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	494
26047	CNTNAP2	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	726
3084	NRG1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	996
5792	PTPRF	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	552
10178	TENM1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1
3119	HLA-DQB1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	182
90952	ESAM	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	48
2260	FGFR1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1659
1132	CHRM4	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	27
3108	HLA-DMA	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	171
1128	CHRM1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	8
3109	HLA-DMB	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	86
7148	TNXB	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1371
23191	CYFIP1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	646
3117	HLA-DQA1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	133
3984	LIMK1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	540
1066	CES1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1
3115	HLA-DPB1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	71
3122	HLA-DRA	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	178
1460	CSNK2B	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	926
1496	CTNNA2	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	23
7082	TJP1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	846
5595	MAPK3	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	293
56924	PAK6	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	44
4684	NCAM1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1082
85464	SSH2	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	168
22871	NLGN1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	120
1292	COL6A2	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1092
5155	PDGFB	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1746
5649	RELN	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	170
1398	CRK	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	330
29119	CTNNA3	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	214
3123	HLA-DRB1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	92
4627	MYH9	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	390
10718	NRG3	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	8
387	RHOA	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	727
324	APC	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1123
929	CD14	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	126
5062	PAK2	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1376
3120	HLA-DQB2	Unlabeled	0.751347	Unlabeled	1.000000	0.751347	NO	3
57521	RPTOR	Unlabeled	1.000000	Unlabeled	0.742528	0.742528	NO	8
389125	MUSTN1	Unlabeled	1.000000	Unlabeled	0.669681	0.669681	NO	2
85366	MYLK2	Unlabeled	0.667569	Unlabeled	1.000000	0.667569	NO	4
115677	NOSTRIN	Unlabeled	1.000000	Unlabeled	0.624897	0.624897	NO	2
344148	NCKAP5	Unlabeled	0.612001	Unlabeled	1.000000	0.612001	NO	3
50651	SLC45A1	Unlabeled	1.000000	Unlabeled	0.606781	0.606781	NO	3
