#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
10718	NRG3	Positive	1.000000	Positive	1.000000	1.000000	NO	8
5155	PDGFB	Positive	1.000000	Positive	1.000000	1.000000	NO	1746
22871	NLGN1	Positive	1.000000	Positive	1.000000	1.000000	NO	120
387	RHOA	Positive	1.000000	Positive	1.000000	1.000000	NO	727
3123	HLA-DRB1	Positive	1.000000	Positive	1.000000	1.000000	NO	92
7148	TNXB	Positive	1.000000	Positive	1.000000	1.000000	NO	1371
26047	CNTNAP2	Positive	1.000000	Positive	1.000000	1.000000	NO	726
3115	HLA-DPB1	Positive	1.000000	Positive	1.000000	1.000000	NO	71
23191	CYFIP1	Positive	1.000000	Positive	1.000000	1.000000	NO	646
3117	HLA-DQA1	Positive	1.000000	Positive	1.000000	1.000000	NO	133
9378	NRXN1	Positive	1.000000	Positive	1.000000	1.000000	NO	1155
56924	PAK6	Positive	1.000000	Positive	1.000000	1.000000	NO	44
4629	MYH11	Positive	1.000000	Positive	1.000000	1.000000	NO	510
1398	CRK	Positive	1.000000	Positive	1.000000	1.000000	NO	330
3984	LIMK1	Positive	1.000000	Positive	1.000000	1.000000	NO	540
1132	CHRM4	Positive	1.000000	Positive	1.000000	1.000000	NO	27
5521	PPP2R2B	Positive	1.000000	Positive	1.000000	1.000000	NO	788
929	CD14	Positive	1.000000	Positive	1.000000	1.000000	NO	126
5595	MAPK3	Positive	1.000000	Positive	1.000000	1.000000	NO	293
324	APC	Positive	1.000000	Positive	1.000000	1.000000	NO	1123
7422	VEGFA	Positive	1.000000	Positive	1.000000	1.000000	NO	824
1292	COL6A2	Positive	1.000000	Positive	1.000000	1.000000	NO	1092
3105	HLA-A	Positive	1.000000	Positive	1.000000	1.000000	NO	494
1460	CSNK2B	Positive	1.000000	Positive	1.000000	1.000000	NO	926
4684	NCAM1	Positive	1.000000	Positive	1.000000	1.000000	NO	1082
5649	RELN	Positive	1.000000	Positive	1.000000	1.000000	NO	170
