#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
5595	MAPK3	Positive	1.000000	Positive	1.000000	1.000000	NO	293
3084	NRG1	Positive	1.000000	Positive	1.000000	1.000000	NO	996
4478	MSN	Positive	1.000000	Positive	1.000000	1.000000	NO	607
1133	CHRM5	Positive	1.000000	Positive	1.000000	1.000000	NO	272
5579	PRKCB	Positive	1.000000	Positive	1.000000	1.000000	NO	134
5290	PIK3CA	Positive	1.000000	Positive	1.000000	1.000000	NO	1435
23705	CADM1	Positive	1.000000	Positive	1.000000	1.000000	NO	625
2066	ERBB4	Positive	1.000000	Positive	1.000000	1.000000	NO	1449
29119	CTNNA3	Positive	1.000000	Positive	1.000000	1.000000	NO	214
3106	HLA-B	Positive	1.000000	Positive	1.000000	1.000000	NO	672
5175	PECAM1	Positive	1.000000	Positive	1.000000	1.000000	NO	173
3479	IGF1	Positive	1.000000	Positive	1.000000	1.000000	NO	376
2321	FLT1	Positive	1.000000	Positive	1.000000	1.000000	NO	455
3912	LAMB1	Positive	1.000000	Positive	1.000000	1.000000	NO	611
57502	NLGN4X	Positive	1.000000	Positive	1.000000	1.000000	NO	4
596	BCL2	Positive	1.000000	Positive	1.000000	1.000000	NO	723
4897	NRCAM	Positive	1.000000	Positive	1.000000	1.000000	NO	864
5894	RAF1	Positive	1.000000	Positive	1.000000	1.000000	NO	324
324	APC	Positive	1.000000	Positive	1.000000	1.000000	NO	1123
5649	RELN	Positive	1.000000	Positive	1.000000	1.000000	NO	170
22871	NLGN1	Positive	1.000000	Positive	1.000000	1.000000	NO	120
3123	HLA-DRB1	Positive	1.000000	Positive	1.000000	1.000000	NO	92
5747	PTK2	Positive	1.000000	Positive	1.000000	1.000000	NO	1320
10458	BAIAP2	Positive	1.000000	Positive	1.000000	1.000000	NO	1510
9379	NRXN2	Positive	1.000000	Positive	1.000000	1.000000	NO	791
3690	ITGB3	Positive	1.000000	Positive	1.000000	1.000000	NO	603
1499	CTNNB1	Positive	1.000000	Positive	1.000000	1.000000	NO	100
7040	TGFB1	Positive	1.000000	Positive	1.000000	1.000000	NO	1041
207	AKT1	Positive	1.000000	Positive	1.000000	1.000000	NO	799
9378	NRXN1	Positive	1.000000	Positive	1.000000	1.000000	NO	1155
