#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
9378	NRXN1	Positive	0.951044	Positive	0.925498	0.880189	NO	1155
2321	FLT1	Positive	0.929086	Positive	0.945408	0.878366	NO	455
5649	RELN	Positive	0.930752	Positive	0.941397	0.876207	NO	170
22854	NTNG1	Positive	0.946984	Positive	0.919793	0.871029	NO	1091
4897	NRCAM	Positive	0.929008	Positive	0.936171	0.869711	NO	864
22871	NLGN1	Positive	0.912129	Positive	0.953120	0.869369	NO	120
26047	CNTNAP2	Positive	0.937570	Positive	0.927091	0.869213	NO	726
54413	NLGN3	Positive	0.935082	Positive	0.925671	0.865578	NO	284
9379	NRXN2	Positive	0.925354	Positive	0.927047	0.857846	NO	791
3690	ITGB3	Positive	0.917998	Positive	0.934315	0.857700	NO	603
816	CAMK2B	Positive	0.931860	Positive	0.919011	0.856389	NO	2850
1301	COL11A1	Positive	0.889266	Positive	0.962745	0.856137	NO	128
3082	HGF	Positive	0.903227	Positive	0.941665	0.850537	NO	471
3791	KDR	Positive	0.886995	Positive	0.954236	0.846402	NO	83
1950	EGF	Positive	0.899636	Positive	0.937373	0.843295	NO	9
3479	IGF1	Positive	0.897468	Positive	0.938816	0.842557	NO	376
23705	CADM1	Positive	0.900152	Positive	0.935721	0.842291	NO	625
2066	ERBB4	Positive	0.911518	Positive	0.923262	0.841570	NO	1449
1133	CHRM5	Positive	0.913191	Positive	0.918001	0.838311	NO	272
3084	NRG1	Positive	0.902175	Positive	0.927883	0.837113	NO	996
3123	HLA-DRB1	Positive	0.857883	Positive	0.972777	0.834529	NO	92
29119	CTNNA3	Positive	0.922469	Positive	0.902817	0.832821	NO	214
4233	MET	Positive	0.873003	Positive	0.944862	0.824867	NO	803
22798	LAMB4	Positive	0.907148	Positive	0.899586	0.816058	NO	85
5175	PECAM1	Positive	0.853447	Positive	0.949154	0.810053	NO	173
596	BCL2	Positive	0.883199	Positive	0.916486	0.809440	NO	723
7040	TGFB1	Positive	0.874336	Positive	0.925048	0.808803	NO	1041
10458	BAIAP2	Positive	0.873666	Positive	0.922797	0.806216	NO	1510
3912	LAMB1	Positive	0.849266	Positive	0.947825	0.804955	NO	611
5579	PRKCB	Positive	0.868372	Positive	0.924175	0.802528	NO	134
7422	VEGFA	Positive	0.850605	Positive	0.915614	0.778826	NO	824
5595	MAPK3	Positive	0.842609	Positive	0.917582	0.773162	NO	293
3106	HLA-B	Positive	0.832833	Positive	0.919959	0.766173	NO	672
3105	HLA-A	Positive	0.834686	Positive	0.916771	0.765216	NO	494
4478	MSN	Positive	0.827995	Positive	0.923616	0.764750	NO	607
5295	PIK3R1	Positive	0.845351	Positive	0.891495	0.753627	NO	746
8573	CASK	Positive	0.843896	Positive	0.885064	0.746902	NO	927
5894	RAF1	Positive	0.848826	Positive	0.877723	0.745035	NO	324
207	AKT1	Positive	0.832773	Positive	0.888989	0.740326	NO	799
324	APC	Positive	0.842442	Positive	0.878291	0.739909	NO	1123
5605	MAP2K2	Positive	0.833187	Positive	0.883286	0.735942	NO	1051
3676	ITGA4	Positive	0.824674	Positive	0.884063	0.729064	NO	58
1499	CTNNB1	Positive	0.826062	Positive	0.882422	0.728935	NO	100
5747	PTK2	Positive	0.834288	Positive	0.872935	0.728279	NO	1320
5728	PTEN	Positive	0.829333	Positive	0.871043	0.722385	NO	945
3265	HRAS	Positive	0.824319	Positive	0.872804	0.719468	NO	1232
5604	MAP2K1	Positive	0.818910	Positive	0.870418	0.712794	NO	1090
5294	PIK3CG	Positive	0.810809	Positive	0.875186	0.709609	NO	16
5290	PIK3CA	Positive	0.817791	Positive	0.859344	0.702763	NO	1435
57502	NLGN4X	Positive	0.816681	Positive	0.849345	0.693644	NO	4
53358	SHC3	Unlabeled	0.562233	Positive	0.938185	0.527479	NO	258
4685	NCAM2	Unlabeled	0.557452	Positive	0.938966	0.523429	NO	107
5063	PAK3	Unlabeled	0.561753	Positive	0.922783	0.518376	NO	114
815	CAMK2A	Unlabeled	0.547387	Positive	0.930186	0.509171	NO	1081
57144	PAK5	Unlabeled	0.549167	Positive	0.926399	0.508748	NO	217
1272	CNTN1	Unlabeled	0.541286	Positive	0.936053	0.506672	NO	428
1740	DLG2	Positive	1.000000	Unlabeled	0.500175	0.500175	NO	129
5923	RASGRF1	Unlabeled	0.543831	Positive	0.919463	0.500032	NO	1025
6900	CNTN2	Unlabeled	0.546883	Positive	0.913066	0.499340	NO	692
1129	CHRM2	Unlabeled	0.538472	Positive	0.925870	0.498555	NO	101
57863	CADM3	Unlabeled	0.538003	Positive	0.926512	0.498466	NO	1009
5521	PPP2R2B	Unlabeled	0.539850	Positive	0.920643	0.497010	NO	788
9369	NRXN3	Unlabeled	0.531992	Positive	0.931941	0.495785	NO	815
8516	ITGA8	Unlabeled	0.533342	Positive	0.929143	0.495551	NO	331
9071	CLDN10	Unlabeled	0.533742	Positive	0.925124	0.493778	NO	512
4684	NCAM1	Unlabeled	0.525565	Positive	0.933040	0.490373	NO	1082
8174	MADCAM1	Unlabeled	0.531604	Positive	0.922004	0.490141	NO	769
5602	MAPK10	Unlabeled	0.526377	Positive	0.930466	0.489776	NO	785
9542	NRG2	Unlabeled	0.526596	Positive	0.925938	0.487595	NO	131
1002	CDH4	Unlabeled	0.523521	Positive	0.930335	0.487050	NO	1003
1280	COL2A1	Unlabeled	0.524608	Positive	0.928291	0.486989	NO	684
5581	PRKCE	Unlabeled	0.526446	Positive	0.924700	0.486804	NO	1153
3680	ITGA9	Unlabeled	0.516451	Positive	0.941966	0.486480	NO	206
22989	MYH15	Unlabeled	0.527400	Positive	0.919783	0.485093	NO	193
88	ACTN2	Unlabeled	0.528036	Positive	0.918267	0.484878	NO	1054
51208	CLDN18	Unlabeled	0.534335	Positive	0.907415	0.484864	NO	792
1101	CHAD	Unlabeled	0.528363	Positive	0.917219	0.484625	NO	381
6010	RHO	Unlabeled	0.532167	Positive	0.909361	0.483932	NO	1383
1288	COL4A6	Unlabeled	0.511674	Positive	0.940978	0.481474	NO	618
1285	COL4A3	Unlabeled	0.522332	Positive	0.921584	0.481373	NO	1648
3645	INSRR	Unlabeled	0.523159	Positive	0.919818	0.481211	NO	384
85358	SHANK3	Positive	0.884757	Unlabeled	0.543569	0.480926	NO	64
83660	TLN2	Unlabeled	0.507217	Positive	0.947796	0.480739	NO	238
23114	NFASC	Unlabeled	0.515546	Positive	0.931829	0.480400	NO	982
1286	COL4A4	Unlabeled	0.510026	Positive	0.938790	0.478807	NO	338
50649	ARHGEF4	Unlabeled	0.515239	Positive	0.929117	0.478717	NO	1229
4626	MYH8	Unlabeled	0.530003	Positive	0.902497	0.478326	NO	289
4342	MOS	Unlabeled	0.529583	Positive	0.903105	0.478269	NO	233
10297	APC2	Unlabeled	0.517435	Positive	0.924097	0.478160	NO	1489
5133	PDCD1	Unlabeled	0.514705	Positive	0.928987	0.478154	NO	366
9037	SEMA5A	Positive	0.917420	Unlabeled	0.521041	0.478013	NO	634
63923	TNN	Unlabeled	0.522732	Positive	0.914227	0.477896	NO	124
5582	PRKCG	Unlabeled	0.520882	Positive	0.916786	0.477538	NO	983
947	CD34	Unlabeled	0.502417	Positive	0.949461	0.477025	NO	334
7143	TNR	Unlabeled	0.526951	Positive	0.904415	0.476582	NO	1082
10418	SPON1	Positive	0.929026	Unlabeled	0.512611	0.476229	NO	397
4099	MAG	Unlabeled	0.519114	Positive	0.915456	0.475226	NO	1103
7060	THBS4	Unlabeled	0.503091	Positive	0.943415	0.474624	NO	126
941	CD80	Unlabeled	0.522605	Positive	0.907689	0.474363	NO	763
8515	ITGA10	Unlabeled	0.517183	Positive	0.916845	0.474176	NO	332
8395	PIP5K1B	Unlabeled	0.511770	Positive	0.926502	0.474156	NO	480
1302	COL11A2	Unlabeled	0.514039	Positive	0.921849	0.473867	NO	1723
89	ACTN3	Unlabeled	0.513859	Positive	0.921644	0.473595	NO	207
9074	CLDN6	Unlabeled	0.512772	Positive	0.921179	0.472355	NO	324
5155	PDGFB	Unlabeled	0.508065	Positive	0.929185	0.472087	NO	1746
23533	PIK3R5	Unlabeled	0.509984	Positive	0.925075	0.471773	NO	871
9223	MAGI1	Unlabeled	0.509132	Positive	0.926495	0.471709	NO	692
6000	RGS7	Positive	0.958113	Unlabeled	0.492052	0.471441	NO	427
9080	CLDN9	Unlabeled	0.514743	Positive	0.914924	0.470951	NO	663
3674	ITGA2B	Unlabeled	0.504500	Positive	0.931641	0.470013	NO	380
8735	MYH13	Unlabeled	0.509029	Positive	0.922843	0.469754	NO	101
1496	CTNNA2	Unlabeled	0.509909	Positive	0.918109	0.468153	NO	23
1641	DCX	Positive	0.955709	Unlabeled	0.489487	0.467807	NO	544
40	ASIC2	Positive	0.956310	Unlabeled	0.486560	0.465302	NO	359
3111	HLA-DOA	Unlabeled	0.510981	Positive	0.910265	0.465128	NO	1743
3996	LLGL1	Unlabeled	0.501204	Positive	0.927861	0.465048	NO	545
859	CAV3	Unlabeled	0.511268	Positive	0.908073	0.464269	NO	171
58498	MYL7	Unlabeled	0.498636	Positive	0.929347	0.463406	NO	180
2263	FGFR2	Unlabeled	0.494808	Positive	0.936211	0.463245	NO	1384
3897	L1CAM	Unlabeled	0.495482	Positive	0.934698	0.463126	NO	776
25759	SHC2	Unlabeled	0.496407	Positive	0.932951	0.463123	NO	222
2555	GABRA2	Positive	0.941329	Unlabeled	0.491479	0.462643	NO	227
23308	ICOSLG	Unlabeled	0.504185	Positive	0.914893	0.461275	NO	1129
50509	COL5A3	Unlabeled	0.485405	Positive	0.949561	0.460921	NO	170
8506	CNTNAP1	Unlabeled	0.492042	Positive	0.936375	0.460736	NO	216
2562	GABRB3	Positive	0.919659	Unlabeled	0.500247	0.460057	NO	334
22986	SORCS3	Positive	0.961797	Unlabeled	0.477948	0.459689	NO	83
5864	RAB3A	Positive	0.943047	Unlabeled	0.487300	0.459546	NO	314
1795	DOCK3	Positive	0.939833	Unlabeled	0.488926	0.459509	NO	164
2892	GRIA3	Positive	0.966015	Unlabeled	0.475582	0.459419	NO	491
5818	NECTIN1	Unlabeled	0.504926	Positive	0.909500	0.459230	NO	2610
1013	CDH15	Unlabeled	0.500862	Positive	0.915817	0.458698	NO	635
2170	FABP3	Positive	0.933486	Unlabeled	0.491167	0.458498	NO	243
627	BDNF	Positive	0.900415	Unlabeled	0.508919	0.458238	NO	200
6853	SYN1	Positive	0.931241	Unlabeled	0.491593	0.457792	NO	261
3358	HTR2C	Positive	0.957320	Unlabeled	0.478092	0.457687	NO	683
1804	DPP6	Positive	0.951471	Unlabeled	0.480528	0.457208	NO	854
4129	MAOB	Positive	0.921336	Unlabeled	0.495478	0.456502	NO	130
