#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
10718	NRG3	Positive	0.861650	Positive	0.919825	0.792567	NO	8
1128	CHRM1	Positive	0.875784	Positive	0.887099	0.776907	NO	8
3109	HLA-DMB	Positive	0.836418	Positive	0.904391	0.756449	NO	86
3123	HLA-DRB1	Positive	0.846753	Positive	0.886395	0.750558	NO	92
3115	HLA-DPB1	Positive	0.830523	Positive	0.886502	0.736260	NO	71
3117	HLA-DQA1	Positive	0.811018	Positive	0.888721	0.720769	NO	133
7122	CLDN5	Positive	0.799131	Positive	0.886582	0.708495	NO	36
3119	HLA-DQB1	Positive	0.808285	Positive	0.876280	0.708284	NO	182
3122	HLA-DRA	Positive	0.809702	Positive	0.872079	0.706123	NO	178
3108	HLA-DMA	Positive	0.812473	Positive	0.862302	0.700598	NO	171
1496	CTNNA2	Positive	0.836911	Positive	0.836339	0.699942	NO	23
929	CD14	Positive	0.806073	Positive	0.857875	0.691510	NO	126
1803	DPP4	Positive	0.791693	Positive	0.854680	0.676644	NO	33
22871	NLGN1	Positive	0.821589	Positive	0.815073	0.669655	NO	120
90952	ESAM	Positive	0.791392	Positive	0.842231	0.666534	NO	48
3107	HLA-C	Positive	0.791021	Positive	0.839871	0.664355	NO	530
56924	PAK6	Positive	0.789774	Positive	0.834677	0.659206	NO	44
5305	PIP4K2A	Positive	0.796483	Positive	0.820932	0.653858	NO	97
4627	MYH9	Positive	0.781519	Positive	0.835691	0.653109	NO	390
3105	HLA-A	Positive	0.792590	Positive	0.823048	0.652340	NO	494
1292	COL6A2	Positive	0.781606	Positive	0.833213	0.651245	NO	1092
5792	PTPRF	Positive	0.784828	Positive	0.826503	0.648663	NO	552
26047	CNTNAP2	Positive	0.788027	Positive	0.817401	0.644134	NO	726
7082	TJP1	Positive	0.780643	Positive	0.823694	0.643011	NO	846
5595	MAPK3	Positive	0.784581	Positive	0.816464	0.640582	NO	293
7422	VEGFA	Positive	0.776964	Positive	0.821689	0.638423	NO	824
4629	MYH11	Positive	0.766853	Positive	0.829269	0.635927	NO	510
3984	LIMK1	Positive	0.773722	Positive	0.820106	0.634534	NO	540
2260	FGFR1	Positive	0.772283	Positive	0.818384	0.632024	NO	1659
85464	SSH2	Positive	0.780139	Positive	0.805657	0.628525	NO	168
4684	NCAM1	Positive	0.779466	Positive	0.800331	0.623831	NO	1082
5649	RELN	Positive	0.768379	Positive	0.809364	0.621899	NO	170
1398	CRK	Positive	0.784101	Positive	0.791470	0.620593	NO	330
1132	CHRM4	Positive	0.783617	Positive	0.787811	0.617342	NO	27
23191	CYFIP1	Positive	0.771609	Positive	0.797707	0.615518	NO	646
7148	TNXB	Positive	0.761490	Positive	0.800649	0.609686	NO	1371
3084	NRG1	Positive	0.759459	Positive	0.794789	0.603609	NO	996
