#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
3479	IGF1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	376
3105	HLA-A	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	494
8573	CASK	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	927
57502	NLGN4X	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	4
26047	CNTNAP2	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	726
9378	NRXN1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1155
5579	PRKCB	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	134
22798	LAMB4	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	85
54413	NLGN3	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	284
3123	HLA-DRB1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	92
5295	PIK3R1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	746
3106	HLA-B	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	672
22854	NTNG1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1091
5175	PECAM1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	173
5894	RAF1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	324
5728	PTEN	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	945
4478	MSN	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	607
23705	CADM1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	625
5747	PTK2	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1320
5294	PIK3CG	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	16
3690	ITGB3	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	603
22871	NLGN1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	120
29119	CTNNA3	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	214
1950	EGF	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	YES	9
3912	LAMB1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	611
816	CAMK2B	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	2850
