#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
3082	HGF	Positive	1.000000	Positive	1.000000	1.000000	NO	471
5728	PTEN	Positive	1.000000	Positive	1.000000	1.000000	NO	945
5894	RAF1	Positive	1.000000	Positive	1.000000	1.000000	NO	324
9378	NRXN1	Positive	1.000000	Positive	1.000000	1.000000	NO	1155
5295	PIK3R1	Positive	1.000000	Positive	1.000000	1.000000	NO	746
5294	PIK3CG	Positive	1.000000	Positive	1.000000	1.000000	NO	16
22871	NLGN1	Positive	1.000000	Positive	1.000000	1.000000	NO	120
5604	MAP2K1	Positive	1.000000	Positive	1.000000	1.000000	NO	1090
222008	VSTM2A	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1
3266	ERAS	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	2
9379	NRXN2	Positive	1.000000	Positive	1.000000	1.000000	NO	791
3912	LAMB1	Positive	1.000000	Positive	1.000000	1.000000	NO	611
1133	CHRM5	Positive	1.000000	Positive	1.000000	1.000000	NO	272
8573	CASK	Positive	1.000000	Positive	1.000000	1.000000	NO	927
57502	NLGN4X	Positive	1.000000	Positive	1.000000	1.000000	NO	4
1499	CTNNB1	Positive	1.000000	Positive	1.000000	1.000000	NO	100
3690	ITGB3	Positive	1.000000	Positive	1.000000	1.000000	NO	603
7040	TGFB1	Positive	1.000000	Positive	1.000000	1.000000	NO	1041
3106	HLA-B	Positive	1.000000	Positive	1.000000	1.000000	NO	672
55799	CACNA2D3	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1
26047	CNTNAP2	Positive	1.000000	Positive	1.000000	1.000000	NO	726
324	APC	Positive	1.000000	Positive	1.000000	1.000000	NO	1123
5649	RELN	Positive	1.000000	Positive	1.000000	1.000000	NO	170
5595	MAPK3	Positive	1.000000	Positive	1.000000	1.000000	NO	293
3123	HLA-DRB1	Positive	1.000000	Positive	1.000000	1.000000	NO	92
5605	MAP2K2	Positive	1.000000	Positive	1.000000	1.000000	NO	1051
3791	KDR	Positive	1.000000	Positive	1.000000	1.000000	NO	83
3084	NRG1	Positive	1.000000	Positive	1.000000	1.000000	NO	996
1301	COL11A1	Positive	1.000000	Positive	1.000000	1.000000	NO	128
5579	PRKCB	Positive	1.000000	Positive	1.000000	1.000000	NO	134
816	CAMK2B	Positive	1.000000	Positive	1.000000	1.000000	NO	2850
54413	NLGN3	Positive	1.000000	Positive	1.000000	1.000000	NO	284
1950	EGF	Positive	1.000000	Positive	1.000000	1.000000	YES	9
5175	PECAM1	Positive	1.000000	Positive	1.000000	1.000000	NO	173
4233	MET	Positive	1.000000	Positive	1.000000	1.000000	NO	803
2321	FLT1	Positive	1.000000	Positive	1.000000	1.000000	NO	455
440097	DBX2	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	2
7422	VEGFA	Positive	1.000000	Positive	1.000000	1.000000	NO	824
5290	PIK3CA	Positive	1.000000	Positive	1.000000	1.000000	NO	1435
4478	MSN	Positive	1.000000	Positive	1.000000	1.000000	NO	607
2066	ERBB4	Positive	1.000000	Positive	1.000000	1.000000	NO	1449
23705	CADM1	Positive	1.000000	Positive	1.000000	1.000000	NO	625
22854	NTNG1	Positive	1.000000	Positive	1.000000	1.000000	NO	1091
5747	PTK2	Positive	1.000000	Positive	1.000000	1.000000	NO	1320
3676	ITGA4	Positive	1.000000	Positive	1.000000	1.000000	NO	58
22798	LAMB4	Positive	1.000000	Positive	1.000000	1.000000	NO	85
29119	CTNNA3	Positive	1.000000	Positive	1.000000	1.000000	NO	214
10458	BAIAP2	Positive	1.000000	Positive	1.000000	1.000000	NO	1510
10178	TENM1	Unlabeled	1.000000	Unlabeled	1.000000	1.000000	NO	1
4897	NRCAM	Positive	1.000000	Positive	1.000000	1.000000	NO	864
