#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	UNION	Conflict?	Degree
3107	HLA-C	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	530
10718	NRG3	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	8
3123	HLA-DRB1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	92
5792	PTPRF	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	552
29119	CTNNA3	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	214
3105	HLA-A	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	494
5155	PDGFB	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	1746
3108	HLA-DMA	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	171
56924	PAK6	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	44
9378	NRXN1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	1155
1496	CTNNA2	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	23
26047	CNTNAP2	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	726
1460	CSNK2B	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	926
3119	HLA-DQB1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	182
3984	LIMK1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	540
85464	SSH2	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	168
2260	FGFR1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	1659
4684	NCAM1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	1082
7122	CLDN5	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	36
3084	NRG1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	996
7422	VEGFA	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	824
5649	RELN	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	170
7082	TJP1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	846
5062	PAK2	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	1376
5305	PIP4K2A	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	97
387	RHOA	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	727
1128	CHRM1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	8
1132	CHRM4	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	27
929	CD14	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	126
3117	HLA-DQA1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	133
90952	ESAM	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	48
3122	HLA-DRA	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	178
4627	MYH9	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	390
23191	CYFIP1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	646
3109	HLA-DMB	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	86
1292	COL6A2	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	1092
22871	NLGN1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	120
3115	HLA-DPB1	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	71
5595	MAPK3	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	293
7148	TNXB	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	1371
1398	CRK	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	330
4629	MYH11	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	510
1803	DPP4	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	33
4609	MYC	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	555
324	APC	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	1123
5521	PPP2R2B	Positive	0.909091	Positive	0.909091	0.826446	0.909091	NO	788
57521	RPTOR	Positive	0.909091	Unlabeled	0.585106	0.531915	0.909091	NO	8
152330	CNTN4	Positive	0.909091	Unlabeled	0.460386	0.418533	0.909091	NO	18
85366	MYLK2	Unlabeled	0.454704	Positive	0.909091	0.413368	0.909091	NO	4
11117	EMILIN1	Positive	0.909091	Unlabeled	0.446019	0.405472	0.909091	NO	113
1012	CDH13	Positive	0.909091	Unlabeled	0.443462	0.403147	0.909091	NO	37
199	AIF1	Positive	0.909091	Unlabeled	0.435340	0.395764	0.909091	NO	223
9508	ADAMTS3	Positive	0.909091	Unlabeled	0.425922	0.387202	0.909091	NO	113
10410	IFITM3	Positive	0.909091	Unlabeled	0.425718	0.387017	0.909091	NO	386
3127	HLA-DRB5	Unlabeled	0.425517	Positive	0.909091	0.386833	0.909091	NO	93
10371	SEMA3A	Positive	0.909091	Unlabeled	0.424893	0.386267	0.909091	NO	173
7052	TGM2	Positive	0.909091	Unlabeled	0.423732	0.385210	0.909091	NO	420
8218	CLTCL1	Positive	0.909091	Unlabeled	0.422186	0.383805	0.909091	NO	10
1116	CHI3L1	Positive	0.909091	Unlabeled	0.421793	0.383448	0.909091	NO	32
1191	CLU	Positive	0.909091	Unlabeled	0.420169	0.381972	0.909091	NO	549
5063	PAK3	Unlabeled	0.413918	Positive	0.909091	0.376289	0.909091	NO	114
4038	LRP4	Positive	0.909091	Unlabeled	0.411857	0.374416	0.909091	NO	184
1958	EGR1	Positive	0.909091	Unlabeled	0.406683	0.369712	0.909091	NO	317
3790	KCNS3	Positive	0.909091	Unlabeled	0.406228	0.369298	0.909091	NO	28
1601	DAB2	Positive	0.909091	Unlabeled	0.404762	0.367965	0.909091	NO	624
5376	PMP22	Positive	0.909091	Unlabeled	0.404306	0.367551	0.909091	NO	558
5743	PTGS2	Positive	0.909091	Unlabeled	0.401516	0.365015	0.909091	NO	202
5793	PTPRG	Positive	0.909091	Unlabeled	0.401428	0.364935	0.909091	NO	325
23208	SYT11	Positive	0.909091	Unlabeled	0.399046	0.362769	0.909091	NO	273
7127	TNFAIP2	Positive	0.909091	Unlabeled	0.397212	0.361102	0.909091	NO	479
2869	GRK5	Positive	0.909091	Unlabeled	0.396311	0.360283	0.909091	NO	546
202333	CMYA5	Positive	0.909091	Unlabeled	0.395517	0.359561	0.909091	NO	7
2824	GPM6B	Positive	0.909091	Unlabeled	0.392751	0.357046	0.909091	NO	565
119391	GSTO2	Positive	0.909091	Unlabeled	0.392723	0.357021	0.909091	NO	9
25791	NGEF	Positive	0.909091	Unlabeled	0.391364	0.355786	0.909091	NO	30
3280	HES1	Positive	0.909091	Unlabeled	0.390690	0.355173	0.909091	NO	147
84166	NLRC5	Positive	0.909091	Unlabeled	0.389924	0.354476	0.909091	NO	49
2823	GPM6A	Positive	0.909091	Unlabeled	0.389662	0.354238	0.909091	NO	256
3113	HLA-DPA1	Unlabeled	0.388320	Positive	0.909091	0.353018	0.909091	NO	203
50651	SLC45A1	Positive	0.909091	Unlabeled	0.388066	0.352788	0.909091	NO	3
23166	STAB1	Positive	0.909091	Unlabeled	0.387576	0.352342	0.909091	NO	447
55568	GALNT10	Positive	0.909091	Unlabeled	0.387182	0.351983	0.909091	NO	322
4035	LRP1	Positive	0.909091	Unlabeled	0.384792	0.349810	0.909091	NO	877
6515	SLC2A3	Positive	0.909091	Unlabeled	0.384675	0.349705	0.909091	NO	317
6770	STAR	Positive	0.909091	Unlabeled	0.382904	0.348095	0.909091	NO	3
5579	PRKCB	Unlabeled	0.380907	Positive	0.909091	0.346279	0.909091	NO	134
9892	SNAP91	Positive	0.909091	Unlabeled	0.380419	0.345836	0.909091	NO	53
26051	PPP1R16B	Positive	0.909091	Unlabeled	0.379264	0.344785	0.909091	NO	35
5698	PSMB9	Positive	0.909091	Unlabeled	0.378633	0.344212	0.909091	NO	446
9638	FEZ1	Positive	0.909091	Unlabeled	0.377948	0.343589	0.909091	NO	769
1131	CHRM3	Unlabeled	0.377738	Positive	0.909091	0.343398	0.909091	NO	32
6892	TAPBP	Positive	0.909091	Unlabeled	0.377388	0.343080	0.909091	NO	782
361	AQP4	Positive	0.909091	Unlabeled	0.377084	0.342804	0.909091	NO	19
23286	WWC1	Positive	0.909091	Unlabeled	0.376546	0.342315	0.909091	NO	417
6263	RYR3	Positive	0.909091	Unlabeled	0.376262	0.342057	0.909091	NO	90
8910	SGCE	Positive	0.909091	Unlabeled	0.375939	0.341763	0.909091	NO	227
83700	JAM3	Unlabeled	0.375321	Positive	0.909091	0.341200	0.909091	NO	119
894	CCND2	Positive	0.909091	Unlabeled	0.375231	0.341119	0.909091	NO	474
7010	TEK	Positive	0.909091	Unlabeled	0.374715	0.340650	0.909091	NO	156
5587	PRKD1	Positive	0.909091	Unlabeled	0.373591	0.339628	0.909091	NO	785
4900	NRGN	Positive	0.909091	Unlabeled	0.373338	0.339398	0.909091	NO	46
2562	GABRB3	Positive	0.909091	Unlabeled	0.372608	0.338735	0.909091	NO	334
19	ABCA1	Positive	0.909091	Unlabeled	0.371955	0.338141	0.909091	NO	621
389125	MUSTN1	Positive	0.909091	Unlabeled	0.371457	0.337688	0.909091	NO	2
3125	HLA-DRB3	Unlabeled	0.371349	Positive	0.909091	0.337590	0.909091	NO	110
5101	PCDH9	Positive	0.909091	Unlabeled	0.371271	0.337519	0.909091	NO	585
5243	ABCB1	Positive	0.909091	Unlabeled	0.368894	0.335358	0.909091	NO	48
1501	CTNND2	Positive	0.909091	Unlabeled	0.368775	0.335250	0.909091	NO	638
90993	CREB3L1	Positive	0.909091	Unlabeled	0.368750	0.335227	0.909091	NO	290
53827	FXYD5	Positive	0.909091	Unlabeled	0.367452	0.334047	0.909091	NO	747
9586	CREB5	Positive	0.909091	Unlabeled	0.367368	0.333971	0.909091	NO	88
3135	HLA-G	Unlabeled	0.367141	Positive	0.909091	0.333765	0.909091	NO	382
1028	CDKN1C	Positive	0.909091	Unlabeled	0.366969	0.333609	0.909091	NO	794
6804	STX1A	Positive	0.909091	Unlabeled	0.365246	0.332042	0.909091	NO	219
63940	GPSM3	Positive	0.909091	Unlabeled	0.365098	0.331907	0.909091	NO	161
64919	BCL11B	Positive	0.909091	Unlabeled	0.363209	0.330190	0.909091	NO	72
8537	BCAS1	Positive	0.909091	Unlabeled	0.363151	0.330138	0.909091	NO	50
6446	SGK1	Positive	0.909091	Unlabeled	0.363115	0.330105	0.909091	NO	196
56899	ANKS1B	Positive	0.909091	Unlabeled	0.362869	0.329881	0.909091	NO	56
1740	DLG2	Positive	0.909091	Unlabeled	0.361871	0.328973	0.909091	NO	129
152007	GLIPR2	Positive	0.909091	Unlabeled	0.361030	0.328209	0.909091	NO	559
4784	NFIX	Positive	0.909091	Unlabeled	0.360442	0.327675	0.909091	NO	311
7094	TLN1	Unlabeled	0.359580	Positive	0.909091	0.326891	0.909091	NO	373
